Response ID,Date submitted,Last page,Start language,Seed,Date started,Date last action,Gender,Age,Consent,Basket,Cheese,Cloud,Liquid,Nail,Cat,Dog ,Horse,Domestic,Hood,Routine,Symbol,Corridor,Peace,Ladder,Elephant,Dizzy,Poison,Hay,Mathematics,Giraffe,Squirrel,Echo,Bean,Lilac,Mouse,Tiger,Yellow,Orange,Black,Red,Grey,Blue,Brown,White,Beige,Green,Pink,Violet,Turquoise,Interest,Amusement,Pride,Joy,Contentment,Admiration,Love,Relief,Compassion,Purple,Pleasure,Sadness,Guilt,Regret,Shame,Disappointment,Maroon ,Fear,Disgust,Contempt,Hate,Anger,Profession,Native_language,Fluency,Fluency_other,Country_origin,Country_residence
2914,2021-07-20 12:46:46,65,en,,2021-07-20 12:08:29,2021-07-20 12:46:46,Female,43,Yes,"Hold, woven, gather","Charcuterie, mozzarella, pizza","White, puffy, sky","Morning drink, coffee, ocean","Finger, manicure, tool","Meow, pet, soft","Companion, loyal, friend","Therapeutic, useful, tranquil","Pet, housewife","Sweatshirt, protection, neighborhood","Morning, bedtime, structure","Noise, represent,","Hallway,","Love, mellow, sign","Climb, wooden, decorative","Ears, gray, big","Spinning, nausea, spiral","Skull, death, band","Horses, farm, guinea pigs","Equations, school, art","Tall, orange, zoo","Nuts, trees, outside","Cave, repeat, bear","Green, black, pinto","Fragrant, May, purple","Rodent, gross, Mickey","Majestic, big, wild","Coldplay, sunshine, joy","Cheerful, fruit, fiery","Dark, grounding, abyss","Hate, love, holidays","Neutral, blah, low energy","Calming, sky, water","Drab, earth, dark","Purity, innocence, weddings","Neutral, grain,","Nature, eyes, leaves","Happy, girl, delight","Flower, purple","Blue, jewel,","Engaged, happy, alert","Park, rides, joy","Beaming, accomplishment, U2","Yellow, happiness, family","Happy, at ease","Grandmother, respect,","Warmth, hugs, peace","Sigh, free of pain or stress","Sick, elderly, understanding","Dark, royal, dislike","Joy, smiles, happiness","Blue, crying, hurt","Shame, sadness, disappointment","Upset, missed opportunity","Disappointment,","Sadness, unexpected, unfulfilled","School, blah","Dread, anxiety, scared","Green, ugh, dislike","Anger, disgust","Anger, dislike, rage","Rage, upset, fire",Teacher assistant,English,8 (Fluent),,United States of America,United States of America
2915,2021-07-20 18:17:54,65,en,,2021-07-20 17:49:57,2021-07-20 18:17:54,Female,53,Yes,Basketball grandmother knitting,Yellow wedge plate,Blue peaceful soft,Beaker gel clear,Polish manicure pin,Prance purr warm,Big spit unwieldy,Warm spots bony,Kitchen maid woman,Klan car rapper,Grid schedule bore,College & @,Hospital school spanish,Dove blue imagine (song),Roof sky stars,Eyes old gray,Spin barstool drink,Green toxic bottle,Monet farmer highway,Symbols whiteboard lines,Neck content tall,Quick pointy fur,Greek woman marble,Pole Chinesefood head,Flower pillows cloud,Small furry ball,Stripes fierce teeth,Sun robe flower,Beach marmalade painting,Clothes night secret,Hot heart blood,Animal puddle day,Lake car sinking,Hat uniform shorts woods,Racism klan confederate,1970’s sofa carpet,Tree light suffuse,Bedroom doll girl,Little girl dress meadow,Sea scarf restaurant,Book materials tv,Ferris wheel bubbles soft,Yellow rainbow sun,Church shine star,Soft pink cloud,Graduation glow person,Balloon full red,Red Cross white tent,India red clothes,Robes Prince vampire,Stomach warm blush,Grief black tears,Twist gnarl dark,Yellow hazy past,Flush eyelids down,Flat laying stretch,Pirate island velvet,Scream movie slasher,Pellet green/brown dog food,Scowl pressure eyes,Wall heart heavy,Spiky red chest,Teacher,English,8 (Fluent),,USA,USA
2916,2021-08-16 20:28:48,65,en,,2021-08-16 19:59:34,2021-08-16 20:28:48,Female,27,Yes,"bread, flowers, bike","mouse, charcuterie, wine","cirrus, alto cumulus, cumulus","water, droplet, fluid","polish, acrylics, hammer","dog, pet, feline","cat, pet, domestic","hay, barn, equestrian","housewife, beer, abuse","car, red, wolf","cleaning, organizing, schedule","chakra, algebra, sign","hallway, school, harry potter","prosperity, world, love","fall, tree, firefighter","majestic, intelligent, creature","woozy, drunk, vertigo","apple, snow white, fatal","bail, horse, barn","algebra, calculus, trig","safari, grasslands, tall","tree, acorn, Ice Age","ringing, rippling, bouncing","sprout, kidney, black","flower, honeysuckle, bees","cheese, Mickey, Stuart Little","lions, bears, oh my!","mustard, sunflower, post-it notes","fruit, pumpkin, fire","night, cat, identity","fire engine, emergency, first responders","eyes, sky, rain","jeans, car, ocean","earth, bear, skin","paper, abyss, skin","desert rose selenite, barren, desert","apple, grass, earth","Victorias Secret, bras, panties","twilight, grapes, evening","crystal, copper, azurite","curiosity, research, theory","park, pleasure, fun","school, triumph, resilient","happy, tears, joyful","dangerous, comfort zone, stagnant","respect, intellect, accomplishment","despair, warmth, longing","relax, break, destress","love, sympathy, strength","autism, Alzheimers, puzzle","sex, intimacy, flirting","despair, loneliness, heartache","shame, disappointment, embarrassment","pain, guilt, heavy","guilt, embarrassment, disappointment","shame, embarrassment, failure","Maroon 5 (the band), merlot, tigers iron (crystal)","spiders, high arousal, panic","aversive, repugnant, vile","disdain, internal, relationship","intense, rage, disdain","dangerous, high arousal, unproductive",student,English,8 (Fluent),,United States,United States
2918,2021-10-11 18:00:27,65,en,,2021-10-11 17:50:50,2021-10-11 18:00:27,Female,48,Yes,carry,yellow,light,water,sharp,whiskers,friend,gallop,calming,cloak,daily,sign,hall,gather,climb,grey,spin,danger,straw,strain,long,nut,sound,brown,purple,small,cat,bright,bright,dark,anger,elephant,calm,bear,house,tan,leaf,girly,flower,blue,curious,fun,haughty,christmas,love,love,red,breathe,caring,friends,sex,gloomy,shame,shame,down,gloomy,purple,run,angry,discord,dark,mad,Photographer,English,8 (Fluent),,USA,USA
2919,2021-10-20 15:20:49,65,de,,2021-10-20 14:48:48,2021-10-20 15:20:49,Male,41,Yes,"Geflechtet, Östererichische Sklavenkultur","Ekelhaft, Smegma, Molkerei-Faschos","Haschisch, Kratzer, Vanille","Gut, Wasser, Öl","Hammer, Schere, Stigmata, Ex-Bürgermesiter von Graz mit einem Extra E, El condor pasa","Freunde, Gelassen, Introverte, Raubtiere, Fein, Intelligent","Freundlich, lustig, zu viel","Schön, Proportional, Praktisch, Stinkt nicht so sehr wie eine Giraffe","Geborgenheit, Heimat, Wärme, Freude","Schweiß, Winter, Annorak","Schön, Vorhersehbarkeit, Stabilität","Politik, Media, Kultur, Religion",Praktisches Zimmer,"Utopie, Ausgleich, Ruhe","Nicht darunter gehen, bitte! Gefährliches Selbstverständnis","Interessant, Groß, Freiheit, Gefangenheit, Kibali",Unangenehm!,"CO2, Mord, Quälerei","Stirbt die Kuh, dann bleibt das Heu","Lustig, Notwendig, interessant","Schön, Gewaltsam, Brutal","Schönbrunn, Innsucht, Oachkatzlschwoaf","Alexa, was ist Echo?","Wohlschmeckend, Darmwind","Wahnsinnsschön, Maiestätisch, Cool","Klein, Süs, dumm","Selten, Schön, In Ruhe lassen!","Notwendig, Praktisch, Budget","Wohlschmeckend, Schönfarbig, Putzig","Ensthaftigkeit, Katze, Abendkleid","Hoffnung, Morgen, Wutfreude","Nüchtern, Nachdenklich, Uralt","Betrunkenheit, FPÖ, strache, Kickl, Meer, Himmel","Rasiergerät, Eva, Sauerkraut","Tod, Ende, Grundstoß","Ledersitz, Trenchcoat, Meh","Umwelt, Gras, Frosch","Alte Handyhülle, Pinkwashing, Nacktkatzen","Schön, Hochrangig, Stylish","Oaschlöcher, Scheiß-Ex-Kanzler, Wut","Neugier, Wissen, Verwunderung","Vergnügen, Gelächter, Kicher(erbsen)","Selbstglaube, Klug, Idiotisch","Sonne, Liebe, Katzen","Ausgleich, Lässigkeit, Stabilität, Stille","Idole, Fankultur, Hysterie","Notwendig, Kraft, Geborgenheit",Was wir jetzt alle brauchen,"Schön, Gesellschaft, Verantwortung, Herz, Religion, Radikal","Kardinalshut, Dragshow, Mäntel","Essen, Kultur, Spazieren","Notwendig, Wichtig, Liebe, Preis der Liebe, Freude","Ehre, Strafe, Verhängnis","Energieverschwendung, Notwendigkeit, Heilung","Ehre, Männlichkeit, Wutausbrüche","Unschön, Lernfähigkeit, Notwendig","Österreichische Behördenabgaben, Korruption, Gier","Energieverschwendung, Unnützlich, Notwendig","Lustiges Wort, Unschönes Gefühl, Faschismus und Fleisch","Neoliberalismus, Fraunefeindlichkeit, Fremdenfeindlichkeit, Politik-Profis, Türkis, Markus Söder, Hietzing, Woke Culture, OK Culture, Islamisten, Dummheit, Rückständigkeit, Ewiggestrigkeit, Destruktivität","Irrational, Dumm, Extremismus, Kurz, Kickl, Trump, Peronismus, Idioten, Coronaleugner","Dummheit, Rechtfertigkeit, Ungerecht, Gesellschaft",Unternehmensberater*In,Schwedisch,8 (Fluent),,Schweden,Östereich
2923,2022-05-14 11:27:16,65,fr,TRUE,2022-05-14 11:04:57,2022-05-14 11:27:16,Female,21,Yes,"nourriture, sac, osier","gruyère, odeur, France","ciel, pluie, ombre","boisson, vie, eau","ronger, vernis, gel","griffe, ronronner, poils","animal, loyal, laisse","galop, majestueux, cher","dresser, animal, maison","veste, anonyme, confort","vie, quotidien, travail","histoire, image, commun","étroit, sombre, maison","amour, joie, paisible","chantier, immeuble, monter","grand, trompe, intelligent","sonné, malade, étoiles","mort, dangereux, tuer","vache, campagne, jaune","difficile, formules, calculs","cou, jaune, savanne","brun, noisette, arbre","voix, loin, répéter","rond, légume, beige","fleur, couleur, lavande","newyork, rat, mignon","félin, savanne, animal","soleil, citron, pipi","fruit, fanta, coquillage","foncé, sombre, obscure","fort, énerver, ferrari","pluie, orage, nuage","ciel, eau, volet","cheveux, terre, bois","pur, beau, soigné","brun, clair, neutre","plante, nature, sain","fleur, joli, tendre","royal, chic, couleur","bleu, vert, 2011","passion, travail, apprentissage","jeux, ensemble, joie","arrogance, narcissique, loyal","heureux, meilleur, sourir","satisfaction, content, sentiment","star, rêve, model","ensemble, heureux, beau","paix, bien, vide","gentil, empathie, passion","royal, fleur, amour","passion, envie, sex","larmes, pleur, mélancolie","coupable, honte, tribunal","sentiment, triste, acte","gênant, rougir, oppression","tristesse, agacement, sentiement","brun, couleur, terre","angoisse, mal, triste","vomi, ventre, mal","dégout, haine, sentiment","mépris, fort, mal","rouge, froncer, hurler",Etudiante,Français,8 (Fluent),,Portugal,Suisse
2928,2022-12-12 11:48:15,65,de,TRUE,2022-12-12 11:44:31,2022-12-12 11:48:15,N/A,0,Yes,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,q,8 (Fluent),,q,q
2940,2023-01-17 10:18:57,65,de,TRUE,2023-01-17 10:01:08,2023-01-17 10:18:57,Female,18,Yes,"bekommen, Zweifel, Schuld","Milch, Kuh, vegan","Himmel, weiß, Regen","Wasser, Seife, duschen","Hammer, Wand, Metall","Haustier, flauschig, weich","Braun, Scooby Doo, Flecken","groß, stark, gefährlich","Stuhl, Zuhause, Kamin","Regen, Schirm, Regenjacke","Gewohnheit, alltäglich, Sport","Peace, Hippie, Friede","schmal, eng, lang","Kreuz, Taube, Himmel","klettern, Obstbaum, Stiege","groß, Rüssel, laut","Autofahrt, drehen, Trägheit","Schmerz, grün, gefährlich","Duft, Kühe, Stall","blau, rot, Zahlen","groß, gelb, Flecken","Baum, klein, braun","Höhle, Tunnel, rufen","braun, Schimmel, Riese","Kunst, Blumen, zuhause","Loch, Käse, Jerry","Steifen, Fell, orange","Sonne, Freude, Blume","Licht, Zimmer, Frucht","Tod, Dunkelheit, Kleidung","Emotionen, Zimmer, Wandfarbe","trüb, Straße, Großstadt","Himmel, Wasser, Pulli","Leder, Fell, Baum","Taube, Fahne, Frieden","Sneaker, Ästhetik, Vibe","Birne, Baum, Wiese","weich, hell, warm","Opa, lila, Pullover","Schule, Malkasten, Meer","Studium, Bücher, Psychologie","lachen, Freude, Freunde","Bewunderung, Neid, Noten","Spaß, Freunde, glücklich","Glück, Vollkommenheit, Müdigkeit","Stolz, Freude, Zuneigung","Herz, weiß, Hände","relief, Zufriedenheit, Freude","Zuneigung, Altruismus, Sozialpsychologie","lila, rot, Buntstift","Freude, Spaß, Gemeinschaft","Schmerz, Verzweiflung, Dunkelheit","Zweifel, Schmerz, ausziehen","Schuld, Zweifel, was-wäre-wenn","Behaarung, unangenehm, vermeidend","resignieren, mitfühlen, Zweifel","braun, beige, grün","Ängstlichkeit, Panik, Paranoia","Verachtung, Gerüche, Grenouille","Hass, böse, rot","Wut, Zorn, rot","Hass, Grimasse, rot",Studentin,deutsch,8 (Fluent),,Österreich,Österreich
2941,2023-01-17 11:22:05,65,de,TRUE,2023-01-17 11:07:30,2023-01-17 11:22:05,Male,22,Yes,geflochten Transport praktisch,Cheddar Gouda Abendbrot,Himmel Blau Wasser,Wasser Milch nass,Werkzeug Hammer praktisch,klein Freund flauschig,Katze Maus Freund,vier edel Geld,Daheim Sicher Zufrieden,hinderlich praktisch warm,erwünscht schwer Struktur,Stern Ikone Information,Gang Türen Weg,Leid Angst Hölle,Abteilung Werkzeug Streichen,Tier Zoo groß,haltlos Panik Sturz,Grün Flasche tödlich,Futter Ausruhen gelb,blau praktisch schwer,Tier lang groß,Niedlich Nager Nüsse,Echo Echo Echo,grün Ekel Schote,Farbe bisexuell ästhetisch,klein Tier Nager,Tier Zoo Streifen,Sonne Sterne Farbe,Farbe Frucht Allergie,Angst Ästhetik Geborgenheit,Farbe Wut Schmerz,gut Dekoration nichtssagend,Farbe Melancholie Alleinsein,Farbe Nationalismus Matsch,Schnee Schmerz Panik,fashionable Trenchcoat Saison,Farbe Wald Natur,Farbe feminin infantil,Farbe bisexuell schön,Farbe blau Griechenland,wecken Hobbies Wissen,Fremdschämen Spaß Fantasie,Tadel Freude Errungenschaft,Glücklich wünschenswert Freundschaft,Glücklich Wunsch Erstrebenswert,Schönheit Errungenschaft Neid,Rot Schmerz Erfüllung,Aufatmen Freiheit Zufriedenheit,Empathie Dasein Leiden,Farbe edel königlich,Spaß Freunde begrenzt,Mitgefühl Selbstmitleid Tränen,Bedauern Fehler Reue,Reue Angst Scham,Reue Bedauern Schmerz,Trauer Entsetzen Panik,Farbe Braun Kaffee,Spinne eng Stress,Furcht Abneigung grün,Scham Reue Arroganz,Verachtung Emotion Schmerz,Panik Rot Aggression,Student,Deutsch,8 (Fluent),,Deutschland,Österreich
2942,2023-01-17 12:15:00,65,de,TRUE,2023-01-17 12:02:18,2023-01-17 12:15:00,Female,20,Yes,"Obstkorb, geflochten","Maus, Schweiz, stinken","Weiß, Blau, Himmel","Wasser, Saft, Cola","Nagellack, Feile, Pink","Hund, Maus, Mimi","Katze, Bellen, Leine","Karotte, reiten, sattel","Drinnen, Gemütlich","Mantel, Pullover, Jacke","Morgen, Schema","Zeichen, Kirche, Deutung","Flur, schmal","Freude, Peace, Krieg","Fenster, Stürzen, umkippen","Grau, Zoo, riesig","Ohnmacht, schlecht","Mord, Chemie, Apfel","Stall, Kühe, trocken","Schule, Geometrie, Statistik","Zoo, Hals","Braun, Nüsse, Schwanz","Halle, Steinwand, Berg","Erbse, Essen, Mexiko","Trauer, Veilchen","Käse, Falle, Grau","Löwe, Zoo","Sonne, warm, Banane","Orange, Mandarine, Sauer","Trauer, Dunkel, böse","Liebe, Feuer, Apfel","Maus, Esel, Trauer","Meer, Wasser, Himmel","Erde, Baum, Natur","Wand, Papier, Geist","neutral, langweilig, edel","Blätter, Gras, Frühling","Schön, Mädchen","Blumen, Veilchen, düster","Meer, Sandstrand, Augen","Schule, Studium, Bücher","Clown, Spaß, Lustig","Eltern, Proud, schön","Lustig, Hell, Freunde","Gut, happy, gelb","Schön, hell, nett","Freude, Sex, Hass","Prüfung, schön","Freude, Trauer, Familie","Mantel, Wald, Männlein","Freizeitpark, Freunde, Sonne","Oma, Begräbnis, Schwarz","Täter, Opfer","Scham, Schuld","Schuld, Reue, Bedauern","Betrug, Affaire, grau",???,"Freude, zittern, schwitzen","Gestank, schlecht, unangenehm","hass, dunkel, böse","Liebe, schlecht, Krieg","Angst, Trauer, rot",Studentin,Deutsch,8 (Fluent),,Österreich,Österreich
2943,2023-01-18 11:11:08,65,de,TRUE,2023-01-18 10:55:42,2023-01-18 11:11:08,Female,25,Yes,"flechten, tragen, Wäsche","gelb, Geruch, lecker","Himmel, ziehen, Gefühle","Wasser, Augentropfen, Regen","Finger, Hammer, grau","süß, weiß, Lolli","Katze, bellen, laut","Maus, Ekel, wiehern","Gewalt, Frau, ländlich","Jacke, Regenschirm, Sport","Ablauf, angenehm, Mensch","Zeichen, Wort, Sprache","lang, eng, ungemütlich","Krieg, Länder, Politik","Teilnehmer, Regal, Stuhl","Maus, Gedächtnis, groß","drehen, Gefühl, Angst","Fläschchen, Ehefrau, Mord","Stroh, Bauernhof, trocken","schön, schwer, sinnhaft","lang, Hals, groß","Wald, süß, schreckhaft","laut, Stimme, Alpen","Gemüse, Linse, anbauen","Name, lesbisch, feministisch","grau, Ratte, Schwanz","schwarz, orange, Katze","Sonne, Frohnatur, Ei","Mandarine, Glück, lachen","schön, weiß, Kleidung","Liebe, Wut, Flaggen","schwarz, weiß, Beton","männlich, kalt, schön","Schokolade, Haare, unscheinbar","Schwarz, Elias, Schnee","schön, BHs, Strumpfhosen","Gras, blau, gelb","Mädchen, verliebt, Barbie","rot, blau, dunkel","blau, schön, Meer","spannend, lesen, Politik","Spaß, Scherz, Witz","staunen, Bewunderung, selbstbewusst","Glück, lachen, lustig","Glücklichkeit, Ausgeglichenheit, Freude","staunen, toll, Zuneigung","Hass, Zuneigung, Verständigung","Freude, ausatmen, loslassen","Empathie, Altruismus, Zuneigung","Farbe, Mischung, grell","Spaß, Freizeitpark, Freunde","weinen, Depression, Melancholie","Scham, Gefühl, Entschuldigung","schlecht, fühlen, Enttäuschung","Schuld, Stolz, neigen","Trauer, Hoffnungen, Erwartungen","braun, Land, Sand","Bange, Körper, Gefühl","übergeben, Nase, rümpfen","Hass, Abneigung, Männer","Beschimpfung, Netz, Gruppe","Trauer, Emotion, schreien","Floristin, Studentin",deutsch,8 (Fluent),,Österreich,Österreich
2944,2023-01-18 12:14:43,65,de,TRUE,2023-01-18 11:55:44,2023-01-18 12:14:43,Female,21,Yes,"geflochten, Markt, Box","Brot, Niederlande, Fondue","Himmel, weich, weiß","Wasser, nass, klar","Wand, Hammer, Bild","Maus, Hund, Haus","Bellen, Leine, Park","Stall, Hof, Weide","Wohnzimmer, Decke, Essen","Jacke, Pullover, Regen","Tag, Universität, Plan","Kreuz, Herz, Hand","Flur, Treppe; lang","Taube, Stille, Seelenruhe","Dach, Höhe, Holz","Rüssel, Afrika, Safari","Kreisel, Ohnmacht, unwohl","grün, Tod, Schaum","Stroh, Gras, Pferd","Schule, Zahlen, Graph","Zoo, Hals. Gelb","Baum, Wals, Nuss","Berge, Tunnel, Ton","Zwiebel, Essen, Suppe","Fröhlich, Frühling, warm","Falle, Katze, Müll","Löwe, Streifen, Safari","Farbe, Sonne, hell","Hell, schön, munter","Dunkel, rein, blind","Feuer, Rose, Blut","trüb, Langeweile, simpel","Meer, Fische, Tiefe","Erde, Baum, warm","rein, hell, einfach","braun, hell, herbst","Wiese, Sommer, Blume","hell, lieblich, Blume","schön, hell, Frühjahr","munter, Frühjahr, grell","Motivation, Erfüllend, Lernen","Schmunzeln, Lachen, Witz","aufrecht, Freude, wohlig","Glück, Lachen, gute Stimmung","Freude, Lachen, Erleichterung","Anhimmeln, Vorbild, toll","Herz, schön, Freude","Ausatmen, Lockerlassen, Freude","Sympathie, gut, Freunde","Kräftig, Wein, Samt","Lachen, Spaß, Freude","Leid, grau, bedrückend","Angst, Reue, Trauer","Scham, Unwohlsein, beklommen","Beklemmend, unangenehm herzrasen","Seufzen, Trauer, Scham","Farbe, braun, herbst","Zittern, schlecht, Bauchschmerzen","Mundverziehen, Gestank, Dreck","Missbilligung, Hass, abschätzig","Wut, Ablehnung, Zorn","Zorn, Aufregung, Herzrasen",Student,Deutsch,8 (Fluent),,Deutschland,Österreich
